0,1,2,3,4,5,6,7,8,9,10,11
356,MTRN,Materion Corporation,https://stockanalysis.com/stocks/mtrn/,5.03,26.07,$0.52 (0.40%),1931,113.65%,130.31,"68,243",2.69B
357,AAOI,"Applied Optoelectronics, Inc.",https://stockanalysis.com/stocks/aaoi/,-2.11,n/a,n/a,2013,112.84%,19.35,"6,918,134",688.34M
358,SWN,Southwestern Energy Company,https://stockanalysis.com/stocks/swn/,4.61,1.43,n/a,1929,112.50%,6.55,"6,316,690",7.21B
359,RUSHB,"Rush Enterprises, Inc.",https://stockanalysis.com/stocks/rushb/,4.35,11.99,$0.68 (1.28%),1965,112.49%,52.95,"11,174",3.98B
360,GOGL,Golden Ocean Group Limited,https://stockanalysis.com/stocks/gogl/,0.61,15.93,$0.40 (4.10%),1997,111.79%,9.76,"875,952",1.95B
341,ADMA,"ADMA Biologics, Inc.",https://stockanalysis.com/stocks/adma/,-0.11,n/a,n/a,2004,113.65%,130.25,"103,192",2.69B
362,AAOI,"Applied Optoelectronics, Inc.",https://stockanalysis.com/stocks/aaoi/,-2.11,n/a,n/a,2013,112.84%,19.32,"7,064,145",686.21M
363,SWN,Southwestern Energy Company,https://stockanalysis.com/stocks/swn/,4.61,1.43,n/a,1929,112.50%,6.54,"7,572,467",7.21B
364,RUSHB,"Rush Enterprises, Inc.",https://stockanalysis.com/stocks/rushb/,4.35,11.99,$0.68 (1.28%),1965,112.49%,52.99,"23,651",3.99B
365,GOGL,Golden Ocean Group Limited,https://stockanalysis.com/stocks/gogl/,0.61,15.93,$0.40 (4.10%),1997,111.79%,9.77,"1,019,297",1.95B
366,DELL,Dell Technologies Inc.,https://stockanalysis.com/stocks/dell/,3.61,21.18,$1.48 (1.93%),1988,111.10%,76.52,"2,256,777",54.49B
367,KKR,KKR & Co. Inc.,https://stockanalysis.com/stocks/kkr/,3.13,26.56,$0.66 (0.80%),2010,111.07%,82.87,"1,620,215",73.39B
368,ODFL,"Old Dominion Freight Line, Inc.",https://stockanalysis.com/stocks/odfl/,11.24,35.99,$1.60 (0.39%),1991,110.90%,405.35,"374,538",44.25B
369,ACGL,Arch Capital Group Ltd.,https://stockanalysis.com/stocks/acgl/,7.75,9.61,n/a,1995,110.74%,74.32,"899,327",27.74B
370,COR,Cencora,https://stockanalysis.com/stocks/cor/,8.53,23.93,$2.04 (0.99%),2001,110.22%,205.42,"947,761",41.24B
371,NPO,"EnPro Industries, Inc.",https://stockanalysis.com/stocks/npo/,7.38,21.60,$1.16 (0.74%),2002,109.95%,156.85,"57,327",3.28B
372,WES,"Western Midstream Partners, LP",https://stockanalysis.com/stocks/wes/,2.71,10.48,$2.30 (7.86%),2008,109.86%,29.27,"2,381,455",11.09B
373,GTX,Garrett Motion Inc.,https://stockanalysis.com/stocks/gtx/,-1.29,n/a,n/a,Olivier Rabiller,109.61%,9.68,"819,156",2.35B
374,ORLY,"O'Reilly Automotive, Inc.",https://stockanalysis.com/stocks/orly/,37.58,25.27,n/a,1993,109.56%,950.33,"314,084",56.24B
375,SXI,Standex International Corporation,https://stockanalysis.com/stocks/sxi/,11.65,13.76,$1.20 (0.76%),1955,109.39%,158.52,"48,797",1.89B
376,AXON,"Axon Enterprise, Inc.",https://stockanalysis.com/stocks/axon/,1.95,132.35,n/a,1993,109.02%,258.35,"211,997",19.37B
377,OFG,OFG Bancorp,https://stockanalysis.com/stocks/ofg/,3.81,9.93,$0.88 (2.35%),1964,108.83%,37.48,"132,857",1.77B
378,LEGN,Legend Biotech Corporation,https://stockanalysis.com/stocks/legn/,-2.96,n/a,n/a,2020,108.73%,60.32,"456,397",10.95B
379,CCB,Coastal Financial Corporation,https://stockanalysis.com/stocks/ccb/,3.58,12.47,n/a,2018,108.42%,44.25,"13,881",588.37M
380,CRK,"Comstock Resources, Inc.",https://stockanalysis.com/stocks/crk/,2.24,3.97,$0.50 (5.65%),1983,108.08%,8.85,"4,079,695",2.47B
361,MTRN,Materion Corporation,https://stockanalysis.com/stocks/mtrn/,5.03,26.07,$0.52 (0.40%),1931,108.02%,98.50,"154,832",2.17B
382,FINV,FinVolution Group,https://stockanalysis.com/stocks/finv/,1.18,4.15,$0.22 (4.39%),2007,107.84%,4.90,"682,277",1.34B
383,PLPC,Preformed Line Products Company,https://stockanalysis.com/stocks/plpc/,14.67,9.31,$0.80 (0.59%),1947,107.83%,134.47,"30,346",652.20M
384,CXW,"CoreCivic, Inc.",https://stockanalysis.com/stocks/cxw/,0.57,25.32,n/a,1997,107.82%,14.54,"860,590",1.65B
385,EVH,"Evolent Health, Inc.",https://stockanalysis.com/stocks/evh/,-1.02,n/a,n/a,2015,107.76%,33.04,"1,011,229",3.80B
386,HUBB,Hubbell Incorporated,https://stockanalysis.com/stocks/hubb/,12.82,25.55,$4.88 (1.48%),1888,107.28%,329.00,"182,955",17.65B
387,CVI,"CVR Energy, Inc.",https://stockanalysis.com/stocks/cvi/,7.85,3.86,$1.00 (3.30%),2007,107.24%,30.30,"520,159",3.05B
388,PFIE,"Profire Energy, Inc.",https://stockanalysis.com/stocks/pfie/,0.19,9.55,n/a,Cameron M. Tidball,107.07%,1.82,"201,784",86.37M
389,MANH,"Manhattan Associates, Inc.",https://stockanalysis.com/stocks/manh/,2.64,81.70,n/a,1998,106.82%,215.26,"275,755",13.26B
390,KAI,Kadant Inc.,https://stockanalysis.com/stocks/kai/,9.80,28.93,$1.16 (0.41%),1991,106.77%,280.46,"44,516",3.29B
391,CAL,"Caleres, Inc.",https://stockanalysis.com/stocks/cal/,4.37,7.03,$0.28 (0.91%),1878,106.66%,30.70,"317,135",1.09B
392,MDGL,"Madrigal Pharmaceuticals, Inc.",https://stockanalysis.com/stocks/mdgl/,-19.24,n/a,n/a,2011,106.58%,231.56,"310,843",4.58B
393,PTEN,"Patterson-UTI Energy, Inc.",https://stockanalysis.com/stocks/pten/,1.31,8.20,$0.32 (2.96%),1993,106.43%,10.80,"3,138,715",4.51B
394,GDEN,"Golden Entertainment, Inc.",https://stockanalysis.com/stocks/gden/,8.97,4.46,n/a,1999,106.28%,39.95,"119,713",1.14B
395,TRAK,"Park City Group, Inc.",https://stockanalysis.com/stocks/trak/,0.28,35.79,$0.07 (0.66%),1998,105.86%,10.02,"100,966",185.03M
396,ETN,Eaton Corporation plc,https://stockanalysis.com/stocks/etn/,7.47,32.23,$3.44 (1.43%),1916,105.49%,241.04,"909,722",96.26B
397,TMHC,Taylor Morrison Home Corporation,https://stockanalysis.com/stocks/tmhc/,7.90,6.79,n/a,2013,105.20%,53.33,"428,060",5.73B
398,PVL,Permianville Royalty Trust,https://stockanalysis.com/stocks/pvl/,0.74,1.95,$0.28 (19.37%),2011,105.00%,1.44,"195,600",48.02M
399,NRT,North European Oil Royalty Trust,https://stockanalysis.com/stocks/nrt/,2.77,2.15,$2.26 (38.70%),John R. Van Kirk,104.91%,5.84,"138,757",53.67M
400,EPM,Evolution Petroleum Corporation,https://stockanalysis.com/stocks/epm/,0.76,7.61,$0.48 (8.23%),1996,104.79%,5.83,"372,649",194.57M
381,MGPI,"MGP Ingredients, Inc.",https://stockanalysis.com/stocks/mgpi/,4.42,22.36,$0.48 (0.49%),1988,104.61%,55.81,"267,071",4.41B
402,TPH,"Tri Pointe Homes, Inc.",https://stockanalysis.com/stocks/tph/,4.06,8.75,n/a,2009,104.40%,35.40,"290,894",3.44B
403,IMKTA,"Ingles Markets, Incorporated",https://stockanalysis.com/stocks/imkta/,11.10,7.75,$0.66 (0.76%),1963,104.40%,86.38,"106,306",1.64B
404,MTH,Meritage Homes Corporation,https://stockanalysis.com/stocks/mth/,21.63,8.11,$1.08 (0.62%),1988,104.14%,174.19,"94,847",6.35B
405,UNM,Unum Group,https://stockanalysis.com/stocks/unm/,6.19,7.33,$1.46 (3.23%),1986,104.06%,45.26,"485,082",8.82B
406,FTAI,FTAI Aviation Ltd,https://stockanalysis.com/stocks/ftai/,1.21,38.18,$1.20 (2.59%),2015,104.01%,46.40,"437,264",4.65B
407,EXP,Eagle Materials Inc.,https://stockanalysis.com/stocks/exp/,13.66,14.87,$1.00 (0.49%),1994,103.69%,202.85,"73,542",7.08B
408,KOF,"Coca-Cola FEMSA, SAB de CV",https://stockanalysis.com/stocks/kof/,0.28,15.83,$3.19 (3.37%),1993,103.48%,94.70,"49,604",19.88B
409,BX,Blackstone Inc.,https://stockanalysis.com/stocks/bx/,2.38,55.01,$3.20 (2.44%),2007,103.29%,130.94,"1,549,490",158.31B
410,PXD,Pioneer Natural Resources Company,https://stockanalysis.com/stocks/pxd/,20.98,10.69,$13.96 (6.21%),1997,103.28%,224.93,"1,386,698",52.50B
411,CDNS,"Cadence Design Systems, Inc.",https://stockanalysis.com/stocks/cdns/,3.51,77.81,n/a,1987,103.20%,272.46,"792,117",74.10B
412,VST,Vistra Corp.,https://stockanalysis.com/stocks/vst/,3.40,11.33,$0.85 (2.21%),1882,103.03%,38.55,"1,746,008",13.77B
413,USLM,"United States Lime & Minerals, Inc.",https://stockanalysis.com/stocks/uslm/,11.98,19.46,$0.80 (0.35%),1948,102.47%,230.76,"22,980",1.31B
414,LNW,"Light & Wonder, Inc.",https://stockanalysis.com/stocks/lnw/,1.58,51.97,n/a,1984,102.37%,82.12,"337,972",7.39B
415,SNPS,"Synopsys, Inc.",https://stockanalysis.com/stocks/snps/,7.92,64.88,n/a,1992,102.34%,514.66,"736,936",78.26B
416,APCX,AppTech Payments Corp.,https://stockanalysis.com/stocks/apcx/,-1.14,n/a,n/a,2006,102.22%,2.02,"106,181",41.17M
417,ODC,Oil-Dri Corporation of America,https://stockanalysis.com/stocks/odc/,4.85,14.26,$1.16 (1.74%),1941,101.60%,66.82,"32,267",454.29M
418,CSL,Carlisle Companies Incorporated,https://stockanalysis.com/stocks/csl/,14.40,21.68,$3.40 (1.09%),1917,101.60%,312.94,"85,123",15.23B
419,AMP,"Ameriprise Financial, Inc.",https://stockanalysis.com/stocks/amp/,24.63,15.44,$5.40 (1.42%),2005,101.37%,380.19,"203,837",39.01B
420,MARA,"Marathon Digital Holdings, Inc.",https://stockanalysis.com/stocks/mara/,-3.32,n/a,n/a,2010,100.89%,23.50,"143,265,026",5.23B
401,AEL,American Equity Investment Life Holding Company,https://stockanalysis.com/stocks/ael/,8.10,6.90,$0.36 (0.65%),2003,100.53%,84.98,"234,279",3.54B
422,CHX,ChampionX Corporation,https://stockanalysis.com/stocks/chx/,1.51,19.43,$0.34 (1.16%),Sivasankaran Somasundaram,100.34%,29.22,"1,123,180",5.69B
423,GGAL,Grupo Financiero Galicia S.A.,https://stockanalysis.com/stocks/ggal/,0.07,42.68,$1.12 (6.50%),1905,100.23%,17.25,"588,434",2.96B
424,GWW,"W.W. Grainger, Inc.",https://stockanalysis.com/stocks/gww/,35.86,23.16,$7.44 (0.90%),1927,99.64%,829.11,"101,955",41.15B
425,SUM,"Summit Materials, Inc.",https://stockanalysis.com/stocks/sum/,2.62,14.72,n/a,2015,99.39%,38.46,"265,663",4.59B
426,REVG,"REV Group, Inc.",https://stockanalysis.com/stocks/revg/,0.77,24.10,$0.20 (1.10%),2017,99.36%,18.16,"134,864",1.08B
427,CCS,"Century Communities, Inc.",https://stockanalysis.com/stocks/ccs/,7.73,11.76,$0.92 (1.01%),2014,99.06%,91.18,"118,742",2.90B
428,IRMD,IRadimed Corporation,https://stockanalysis.com/stocks/irmd/,1.30,36.17,n/a,2014,98.96%,48.38,"50,870",598.39M
429,NVMI,Nova Ltd.,https://stockanalysis.com/stocks/nvmi/,4.22,32.71,n/a,2000,98.84%,137.35,"54,117",3.98B
430,FTNT,"Fortinet, Inc.",https://stockanalysis.com/stocks/ftnt/,1.44,40.65,n/a,2009,98.74%,58.54,"2,878,901",44.95B
431,MACK,"Merrimack Pharmaceuticals, Inc.",https://stockanalysis.com/stocks/mack/,-0.10,n/a,n/a,2012,98.66%,13.47,"55,757",192.04M
432,PGTI,"PGT Innovations, Inc.",https://stockanalysis.com/stocks/pgti/,1.92,21.20,n/a,2006,98.60%,40.71,"387,419",2.32B
433,BLD,TopBuild Corp.,https://stockanalysis.com/stocks/bld/,19.24,19.59,n/a,Robert M. Buck,97.86%,374.40,"69,928",11.90B
434,AMTX,"Aemetis, Inc.",https://stockanalysis.com/stocks/amtx/,-1.31,n/a,n/a,2005,96.80%,5.25,"739,731",207.01M
435,MATX,"Matson, Inc.",https://stockanalysis.com/stocks/matx/,9.02,12.19,$1.28 (1.17%),1882,96.58%,109.57,"94,113",3.82B
436,HROW,"Harrow Health, Inc.",https://stockanalysis.com/stocks/hrow/,-0.45,n/a,n/a,1998,96.55%,11.21,"430,289",393.32M
437,AMAL,Amalgamated Financial Corp.,https://stockanalysis.com/stocks/amal/,2.91,9.31,$0.40 (1.48%),2018,96.40%,26.99,"250,930",818.80M
438,TDC,Teradata Corporation,https://stockanalysis.com/stocks/tdc/,0.61,71.27,n/a,2007,96.22%,43.50,"293,878",4.26B
439,CVCO,"Cavco Industries, Inc.",https://stockanalysis.com/stocks/cvco/,22.11,15.75,n/a,1965,95.88%,347.15,"72,229",2.89B
440,APG,APi Group Corporation,https://stockanalysis.com/stocks/apg/,0.36,96.33,n/a,1926,95.55%,34.59,"565,623",8.29B
421,OTTR,Otter Tail Corporation,https://stockanalysis.com/stocks/ottr/,6.63,12.91,$1.75 (2.06%),1907,95.51%,55.18,"241,416",1.13B
442,OC,Owens Corning,https://stockanalysis.com/stocks/oc/,13.04,11.38,$2.40 (1.62%),1938,95.39%,148.23,"266,975",13.17B
443,CW,Curtiss-Wright Corporation,https://stockanalysis.com/stocks/cw/,8.92,24.98,$0.80 (0.36%),1929,95.27%,222.86,"69,921",8.52B
444,MRAM,"Everspin Technologies, Inc.",https://stockanalysis.com/stocks/mram/,0.35,25.80,n/a,2016,95.14%,9.06,"69,943",190.05M
445,HWM,Howmet Aerospace Inc.,https://stockanalysis.com/stocks/hwm/,1.53,35.48,$0.20 (0.37%),John C. Plant FCA,95.13%,54.18,"1,341,928",22.29B
446,CRAI,"CRA International, Inc.",https://stockanalysis.com/stocks/crai/,4.97,19.89,$1.68 (1.71%),1998,95.12%,98.46,"42,033",692.12M
447,PSX,Phillips 66,https://stockanalysis.com/stocks/psx/,16.57,8.05,$4.20 (3.16%),2012,95.10%,133.12,"1,577,045",58.58B
448,STR,Sitio Royalties Corp.,https://stockanalysis.com/stocks/str/,0.18,130.78,$1.99 (8.47%),2016,94.98%,23.50,"328,518",3.69B
449,APO,"Apollo Global Management, Inc.",https://stockanalysis.com/stocks/apo/,4.74,19.73,$1.72 (1.84%),2011,94.18%,93.26,"2,066,173",52.89B
450,HAL,Halliburton Company,https://stockanalysis.com/stocks/hal/,2.91,12.43,$0.64 (1.77%),1919,94.07%,36.15,"3,796,185",32.35B
451,GE,General Electric Company,https://stockanalysis.com/stocks/ge/,8.85,14.49,$0.32 (0.25%),1892,93.82%,127.61,"2,571,892",138.94B
452,MUFG,"Mitsubishi UFJ Financial Group, Inc.",https://stockanalysis.com/stocks/mufg/,0.34,8.17,$0.25 (2.90%),2001,93.68%,8.61,"1,989,572",100.47B
453,WSM,"Williams-Sonoma, Inc.",https://stockanalysis.com/stocks/wsm/,14.37,14.05,$3.60 (1.78%),1956,93.55%,201.86,"409,702",12.95B
454,CNX,CNX Resources Corporation,https://stockanalysis.com/stocks/cnx/,12.25,1.64,n/a,1999,93.51%,20.01,"1,481,462",3.18B
455,REX,REX American Resources Corporation,https://stockanalysis.com/stocks/rex/,2.78,17.23,n/a,1980,93.41%,47.28,"72,742",826.70M
456,BRY,Berry Corporation,https://stockanalysis.com/stocks/bry/,0.55,12.85,$0.12 (1.68%),1909,93.17%,7.02,"542,527",531.94M
457,WSC,WillScot Mobile Mini Holdings Corp.,https://stockanalysis.com/stocks/wsc/,2.29,19.41,n/a,Bradley Lee Soultz,93.16%,44.52,"852,128",8.53B
458,SJT,San Juan Basin Royalty Trust,https://stockanalysis.com/stocks/sjt/,-0.03,n/a,$1.11 (21.85%),1980,92.75%,5.07,"895,678",236.31M
459,GEL,"Genesis Energy, L.P.",https://stockanalysis.com/stocks/gel/,0.44,26.48,$0.60 (5.17%),1996,92.56%,11.60,"254,294",1.42B
460,AMAT,"Applied Materials, Inc.",https://stockanalysis.com/stocks/amat/,8.11,20.14,$1.28 (0.79%),1967,92.23%,162.07,"2,980,155",134.69B
441,ANIP,"ANI Pharmaceuticals, Inc.",https://stockanalysis.com/stocks/anip/,0.51,107.49,n/a,2001,91.91%,15.07,"309,916",2.83B
462,ODP,The ODP Corporation,https://stockanalysis.com/stocks/odp/,4.77,11.74,n/a,1986,91.78%,56.32,"220,803",2.10B
463,FC,Franklin Covey Co.,https://stockanalysis.com/stocks/fc/,1.24,34.65,n/a,1992,91.57%,43.55,"79,243",578.61M
464,SHEL,Shell plc,https://stockanalysis.com/stocks/shel/,11.42,7.80,$2.47 (3.76%),1907,91.35%,65.84,"2,859,114",214.28B
465,CBT,Cabot Corporation,https://stockanalysis.com/stocks/cbt/,7.73,10.87,$1.60 (1.92%),2019,91.27%,83.50,"115,132",4.62B
466,LEN,Lennar Corporation,https://stockanalysis.com/stocks/len/,13.76,10.83,$1.50 (1.01%),1954,91.10%,149.06,"964,341",41.87B
467,NAVI,Navient Corporation,https://stockanalysis.com/stocks/navi/,2.85,6.54,$0.64 (3.44%),1973,90.89%,18.60,"555,525",2.19B
468,LPX,Louisiana-Pacific Corporation,https://stockanalysis.com/stocks/lpx/,1.46,48.75,$0.96 (1.35%),1973,90.84%,70.90,"188,738",5.11B
469,ACM,AECOM,https://stockanalysis.com/stocks/acm/,0.39,236.65,$0.88 (0.95%),2007,90.69%,92.43,"213,368",12.57B
470,CBOE,"Cboe Global Markets, Inc.",https://stockanalysis.com/stocks/cboe/,6.64,26.77,$2.20 (1.23%),2010,90.55%,178.65,"167,084",13.35B
471,THC,Tenet Healthcare Corporation,https://stockanalysis.com/stocks/thc/,4.38,17.27,n/a,Dr. Saumya Sutaria M.D.,90.27%,75.56,"270,565",7.67B
472,SPXC,"SPX Technologies, Inc.",https://stockanalysis.com/stocks/spxc/,0.66,154.20,n/a,1912,90.09%,101.08,"118,887",4.61B
473,EQNR,Equinor ASA,https://stockanalysis.com/stocks/eqnr/,9.03,5.69,$1.84 (5.83%),1972,89.90%,31.65,"1,409,420",93.80B
474,USAC,"USA Compression Partners, LP",https://stockanalysis.com/stocks/usac/,0.15,159.47,$2.10 (9.17%),1998,89.80%,22.89,"239,525",2.25B
475,MFIN,Medallion Financial Corp.,https://stockanalysis.com/stocks/mfin/,2.34,4.22,$0.40 (4.06%),1996,89.10%,9.87,"30,407",230.13M
476,GPRE,Green Plains Inc.,https://stockanalysis.com/stocks/gpre/,-2.41,n/a,n/a,2004,89.00%,25.23,"626,438",1.50B
477,LECO,"Lincoln Electric Holdings, Inc.",https://stockanalysis.com/stocks/leco/,8.54,25.59,$2.84 (1.31%),1895,88.90%,217.66,"178,301",12.44B
478,CAH,"Cardinal Health, Inc.",https://stockanalysis.com/stocks/cah/,0.63,160.03,$2.00 (1.99%),1979,88.49%,100.80,"1,093,481",24.84B
479,GVA,Granite Construction Incorporated,https://stockanalysis.com/stocks/gva/,0.35,145.60,$0.52 (1.02%),1990,88.41%,50.84,"124,496",2.23B
480,SFL,SFL Corporation Ltd.,https://stockanalysis.com/stocks/sfl/,1.53,14.56,$1.00 (8.85%),2003,88.39%,11.30,"702,964",1.55B
